date,site,Hs,Td,dir,Ta,temp
2/2/09,San Diego,0.58,11.76,193,6.46,14.6
2/3/09,San Diego,0.58,11.76,261,8.42,14.9
2/4/09,San Diego,0.47,16.67,209,9.66,14.8
2/5/09,San Diego,0.59,16.67,217,7.99,15
2/6/09,San Diego,1.85,13.33,283,6.65,14.8
2/7/09,San Diego,1.95,9.88,262,6.42,14.8
2/8/09,San Diego,2.15,12.5,268,9.52,14.9
2/9/09,San Diego,1.55,16.67,276,7.72,15
2/10/09,San Diego,3.87,9.88,283,7.4,14.4
2/11/09,San Diego,1.62,11.76,289,7.98,14.2
2/12/09,San Diego,1.16,11.76,289,5.93,14.2
2/13/09,San Diego,1.76,16.67,285,7.48,14.2
2/14/09,San Diego,1.25,15.38,282,5.62,14.4
2/15/09,San Diego,1.51,14.29,282,9.12,14.2
2/16/09,San Diego,0.8,14.29,207,5.29,14.2
2/17/09,San Diego,2.2,9.09,243,7.48,13.7
2/18/09,San Diego,1.53,11.11,271,8.36,13.8
2/19/09,San Diego,1.08,16.67,209,7.81,13.7
2/20/09,San Diego,0.86,15.38,244,10.59,14
2/21/09,San Diego,1.44,14.29,251,9.41,14.2
2/22/09,San Diego,1.21,12.5,254,9.21,14.4
2/23/09,San Diego,0.85,15.38,210,8.66,14.4
2/24/09,San Diego,0.88,14.29,227,9.1,14.8
2/25/09,San Diego,1.09,13.33,251,6.77,14.3
2/26/09,San Diego,1.3,16.67,268,7.25,14.4
2/27/09,San Diego,1.26,20,288,6.93,14.5
2/28/09,San Diego,0.98,15.38,275,8.05,14.6
3/1/09,San Diego,0.67,14.29,245,10.26,14.9
3/2/09,San Diego,0.85,15.38,220,7.13,15
3/3/09,San Diego,1.32,13.33,278,9.12,15
3/4/09,San Diego,1.35,12.5,261,8.21,15.1
3/5/09,San Diego,1.27,14.29,268,8.36,15.2
3/6/09,San Diego,1.28,11.11,271,5.92,14.8
3/7/09,San Diego,1.35,7.14,279,5.5,14.5
3/8/09,San Diego,0.83,7.69,278,5.84,14.5
3/9/09,San Diego,0.66,16.67,278,6.78,14.5
3/10/09,San Diego,1.25,14.29,278,6.19,14.5
3/11/09,San Diego,0.83,18.18,267,7.65,14.7
3/12/09,San Diego,0.96,16.67,268,8.05,14.5
3/13/09,San Diego,0.96,16.67,268,8.05,14.5
3/14/09,San Diego,0.96,16.67,268,8.05,14.5
3/15/09,San Diego,0.96,16.67,268,8.05,14.5
3/16/09,San Diego,1.2,14.29,186,9.3,
3/17/09,San Diego,1.22,15.38,178,8.21,
3/18/09,San Diego,1.26,13.33,207,9.04,15
3/19/09,San Diego,1.19,14.29,278,8.89,15.6
3/20/09,San Diego,0.88,12.5,248,8.61,15.4
3/21/09,San Diego,0.92,11.76,248,8.13,15.1
3/22/09,San Diego,0.79,11.76,254,6.52,15.2
3/23/09,San Diego,2.67,8.33,296,6.64,14
3/24/09,San Diego,2.07,11.11,288,7.27,13.5
3/25/09,San Diego,1.56,9.88,285,7.24,14.3
3/26/09,San Diego,1.35,10.53,282,7.42,15.2
3/27/09,San Diego,1.54,9.88,285,7.21,14.5
3/28/09,San Diego,1.07,12.5,229,7.4,14.4
3/29/09,San Diego,1.25,16.67,264,6.74,14.4
3/30/09,San Diego,1.59,14.29,252,7.07,14.7
3/31/09,San Diego,1.29,12.5,260,8.28,15
4/1/09,San Diego,0.86,12.5,193,7.08,15.2
4/2/09,San Diego,1.46,10.53,292,7.06,15.1
4/3/09,San Diego,0.96,15.38,269,7.28,15.5
4/4/09,San Diego,2.44,8.33,289,7.59,15.2
4/5/09,San Diego,1.48,11.11,286,8.23,15.1
4/6/09,San Diego,1.1,15.38,179,9.97,15.4
4/7/09,San Diego,1.34,15.38,254,9.37,15.8
4/8/09,San Diego,1.17,12.5,264,7.37,15.5
4/9/09,San Diego,1.29,18.18,265,6.13,15.6
4/10/09,San Diego,1.15,16.67,265,6.69,15.7
4/11/09,San Diego,1.43,14.29,247,5.73,15.6
4/12/09,San Diego,1.82,9.09,278,7.21,15.2
4/13/09,San Diego,1.16,18.18,179,7.47,15.7
4/14/09,San Diego,1.38,15.38,240,9.76,16
4/15/09,San Diego,4.01,10.53,288,8.03,14.5
4/16/09,San Diego,2.68,9.88,285,7.02,13.2
4/17/09,San Diego,1.52,7.14,285,6.33,14
4/18/09,San Diego,0.92,8.33,288,5.95,15
4/19/09,San Diego,0.96,14.29,254,7.54,15.5
4/20/09,San Diego,1.36,12.5,261,8.93,15.8
4/21/09,San Diego,0.85,11.76,252,8.34,16.2
4/22/09,San Diego,0.92,11.76,177,5.75,16.8
4/23/09,San Diego,1.17,18.18,191,7.96,16.3
4/24/09,San Diego,1.25,16.67,191,11.1,15.9
4/25/09,San Diego,1.25,16.67,178,8.91,15
4/26/09,San Diego,1.25,16.67,178,8.91,15
4/27/09,San Diego,1.25,16.67,178,8.91,15
4/28/09,San Diego,1.25,16.67,178,8.91,15
4/29/09,San Diego,,,,,
4/30/09,San Diego,,,,,
5/1/09,San Diego,,,,,
5/2/09,San Diego,,,,,
5/3/09,San Diego,,,,,
5/4/09,San Diego,,,,,
5/5/09,San Diego,,,,,
5/6/09,San Diego,,,,,
5/7/09,San Diego,,,,,
5/8/09,San Diego,,,,,
5/9/09,San Diego,,,,,
5/10/09,San Diego,,,,,
5/11/09,San Diego,,,,,
5/12/09,San Diego,1.17,14.29,189,7.66,16.8
5/13/09,San Diego,1.16,14.29,185,6.84,17
5/14/09,San Diego,1.03,13.33,192,6.47,17.1
5/15/09,San Diego,1.29,9.09,282,6.74,17.2
5/16/09,San Diego,0.9,15.38,198,6.61,16.9
5/17/09,San Diego,0.82,14.29,184,8.14,17
5/18/09,San Diego,0.67,13.33,185,7.71,17.2
5/19/09,San Diego,0.88,5,313,4.71,17.4
5/20/09,San Diego,0.87,5,302,4.79,17.5
5/21/09,San Diego,0.84,15.38,226,6,17.7
5/22/09,San Diego,0.85,13.33,206,6.21,17.9
5/23/09,San Diego,0.9,14.29,202,6.16,18
5/24/09,San Diego,1.07,14.29,188,8.38,18.2
5/25/09,San Diego,1,13.33,186,7.84,18.5
5/26/09,San Diego,0.99,14.29,182,7.59,18.2
5/27/09,San Diego,0.73,13.33,181,7.59,18.5
5/28/09,San Diego,0.74,12.5,185,8.23,18
5/29/09,San Diego,0.61,14.29,224,7.68,17.4
5/30/09,San Diego,0.66,13.33,212,7.78,17.4
5/31/09,San Diego,0.8,15.38,206,5.97,18.2
6/1/09,San Diego,0.89,14.29,192,7.37,18.1
6/2/09,San Diego,0.95,13.33,184,7.07,17.6
6/3/09,San Diego,0.79,15.38,188,8.65,17.1
6/4/09,San Diego,0.9,15.38,192,6.35,17.6
6/5/09,San Diego,1.03,13.33,198,7.68,17.5
6/6/09,San Diego,1.18,15.38,193,6.94,17.7
6/7/09,San Diego,1.03,14.29,198,6.18,17.8
6/8/09,San Diego,1.08,14.29,172,6.13,17.9
6/9/09,San Diego,0.97,13.33,195,7.65,18.1
6/10/09,San Diego,0.97,15.38,207,6.45,18
6/11/09,San Diego,1.03,16.67,212,8.17,18
6/12/09,San Diego,1.07,15.38,210,8.62,18.1
6/13/09,San Diego,0.98,15.38,206,8.17,18
6/14/09,San Diego,0.94,15.38,206,8.15,17.9
6/15/09,San Diego,1.42,16.67,171,7.84,18
6/16/09,San Diego,1.26,15.38,182,12.38,18.5
6/17/09,San Diego,1.14,15.38,202,8.78,19
6/18/09,San Diego,1.05,14.29,207,7.42,19
6/19/09,San Diego,0.83,14.29,203,6.8,19.1
6/20/09,San Diego,0.96,15.38,200,6.37,18.5
6/21/09,San Diego,1.36,11.11,272,6.29,18.5
6/22/09,San Diego,1.59,8.33,283,6.63,18.8
6/23/09,San Diego,1.07,13.33,199,7.54,18.7
6/24/09,San Diego,1,9.88,289,8.22,19.2
6/25/09,San Diego,0.77,16.67,170,8.32,19.1
6/26/09,San Diego,0.88,15.38,179,6.17,19.1
6/27/09,San Diego,0.97,14.29,182,7.26,18.5
6/28/09,San Diego,0.96,14.29,202,6.86,19.2
6/29/09,San Diego,1.14,16.67,216,5.09,20
6/30/09,San Diego,1.28,15.38,209,6.37,19.6
7/1/09,San Diego,1.08,15.38,219,6.77,19.5
7/2/09,San Diego,0.98,13.33,213,5.93,19.6
7/3/09,San Diego,0.99,13.33,216,5.74,19.6
7/4/09,San Diego,0.93,12.5,205,5.54,19
7/5/09,San Diego,1.18,15.38,199,6.22,19.2
7/6/09,San Diego,1.3,16.67,198,6.81,19.1
7/7/09,San Diego,1.04,15.38,200,7.96,19.8
7/8/09,San Diego,0.97,14.29,186,7.75,20
7/9/09,San Diego,1.11,16.67,178,9.14,20.4
7/10/09,San Diego,1.14,15.38,177,9.08,20.6
7/11/09,San Diego,1.28,15.38,171,8.96,21
7/12/09,San Diego,0.99,13.33,170,6.34,21.2
7/13/09,San Diego,1.01,13.33,181,5.48,19.8
7/14/09,San Diego,1.09,5.56,276,5.22,20.1
7/15/09,San Diego,0.86,9.88,196,5.35,20.9
7/16/09,San Diego,0.66,13.33,202,5.68,21.8
7/17/09,San Diego,0.9,15.38,195,4.69,22
7/18/09,San Diego,1.21,11.11,185,5.54,21.7
7/19/09,San Diego,1.1,14.29,200,5.94,22
7/20/09,San Diego,0.93,13.33,207,6.8,22.2
7/21/09,San Diego,0.94,12.5,196,7.71,22
7/22/09,San Diego,1.06,16.67,213,8.22,21.9
7/23/09,San Diego,1.08,14.29,217,8.42,21.8
7/24/09,San Diego,1.14,18.18,205,9.35,21.9
7/25/09,San Diego,1.57,16.67,192,11.69,22
7/26/09,San Diego,1.46,15.38,191,10.15,21.6
7/27/09,San Diego,1.19,14.29,192,9.12,22.1
7/28/09,San Diego,0.94,13.33,199,6.46,23
7/29/09,San Diego,0.93,16.67,200,6.55,23
7/30/09,San Diego,1.02,15.38,206,6.12,21.7
7/31/09,San Diego,0.89,14.29,202,7.04,21.5
8/1/09,San Diego,0.91,13.33,200,7.2,21.5
8/2/09,San Diego,0.8,15.38,198,6.26,21.8
8/3/09,San Diego,1.16,16.67,209,5.47,21.1
8/4/09,San Diego,1.2,15.38,203,5.78,20.8
8/5/09,San Diego,1.2,15.38,226,6.31,21.2
8/6/09,San Diego,1.34,6.25,275,5.74,21.5
8/7/09,San Diego,1.46,11.11,186,5.89,21.6
8/8/09,San Diego,1.42,7.14,271,6.08,21.6
8/9/09,San Diego,1.18,11.11,216,7.25,21.9
8/10/09,San Diego,1,13.33,195,7.15,22.2
8/11/09,San Diego,0.96,13.33,191,8.54,21.9
8/12/09,San Diego,0.94,15.38,202,5.51,21.2
8/13/09,San Diego,0.88,13.33,188,5.53,21.1
8/14/09,San Diego,0.7,11.76,185,7.02,21.3
8/15/09,San Diego,0.87,14.29,199,7.75,21.5
8/16/09,San Diego,1.1,8.33,265,6.02,21.5
8/17/09,San Diego,0.83,9.88,206,6.73,21.5
8/18/09,San Diego,0.81,15.38,220,6.04,21.4
8/19/09,San Diego,0.72,13.33,215,6.15,21.4
8/20/09,San Diego,0.71,14.29,215,5.34,20.5
8/21/09,San Diego,0.92,20,199,5.35,19.9
8/22/09,San Diego,0.96,18.18,205,6.03,20
8/23/09,San Diego,0.93,16.67,192,9.07,19
8/24/09,San Diego,1.05,15.38,200,10.72,19.9
8/25/09,San Diego,1.24,16.67,195,8.28,20.6
8/26/09,San Diego,1.13,16.67,186,8.29,21.5
8/27/09,San Diego,1.39,14.29,193,8.58,21.3
8/28/09,San Diego,1.38,15.38,186,8.81,21.9
8/29/09,San Diego,1.03,14.29,192,7.02,22.3
8/30/09,San Diego,1.23,13.33,261,8.46,22.5
8/31/09,San Diego,0.9,11.76,255,7.04,22.9
9/1/09,San Diego,0.91,11.76,189,6.63,22.2
9/2/09,San Diego,0.85,12.5,262,7.2,21.8
9/3/09,San Diego,0.74,10.53,238,7.07,21.9
9/4/09,San Diego,0.78,9.09,203,5.43,22.3
9/5/09,San Diego,0.89,8.33,274,6.07,22
9/6/09,San Diego,1.4,8.33,272,5.81,21.5
9/7/09,San Diego,1.05,7.69,271,5.94,21.6
9/8/09,San Diego,1.06,8.33,275,6.82,21.6
9/9/09,San Diego,1,8.33,275,7.14,21.1
9/10/09,San Diego,0.91,13.33,192,6.78,21.6
9/11/09,San Diego,1.05,13.33,186,5.79,21.9
9/12/09,San Diego,0.92,22.22,282,5.88,22.1
9/13/09,San Diego,1.33,16.67,269,9.16,22.1
9/14/09,San Diego,1.63,13.33,258,10.56,21.5
9/15/09,San Diego,1.41,12.5,269,7.58,21.6
9/16/09,San Diego,1.21,13.33,222,8.29,22
9/17/09,San Diego,0.99,13.33,216,7.37,22.1
9/18/09,San Diego,1.3,9.88,258,7.52,20.9
9/19/09,San Diego,1.4,11.11,268,8.35,20.9
9/20/09,San Diego,1.03,11.11,285,7.68,20.3
9/21/09,San Diego,1.07,14.29,188,6.97,20.5
9/22/09,San Diego,1.13,13.33,202,7.14,20.3
9/23/09,San Diego,1.08,14.29,188,7.05,20.5
9/24/09,San Diego,1.09,13.33,222,8.91,20.8
9/25/09,San Diego,0.84,14.29,186,7.48,21
9/26/09,San Diego,0.92,20,281,8.06,22.1
9/27/09,San Diego,0.97,16.67,202,8.04,21.9
9/28/09,San Diego,1.1,15.38,245,9.21,21.9
9/29/09,San Diego,0.93,14.29,191,8.1,21.9
9/30/09,San Diego,1.09,13.33,191,6.32,21.3
10/1/09,San Diego,1.37,8.33,289,7.4,21.1
10/2/09,San Diego,1.19,9.88,296,7.98,21
10/3/09,San Diego,1.23,9.88,289,7.36,20.8
10/4/09,San Diego,2.06,16.67,195,7.93,20.9
10/5/09,San Diego,2.27,15.38,192,7.26,20.5
10/6/09,San Diego,1.44,13.33,193,6.95,18.4
10/7/09,San Diego,1.02,13.33,192,9.48,18.1
10/8/09,San Diego,0.87,11.76,191,7.26,18.6
10/9/09,San Diego,0.92,14.29,199,5.61,18.8
10/10/09,San Diego,0.88,14.29,212,4.94,18.2
10/11/09,San Diego,0.67,12.5,192,5.11,19
10/12/09,San Diego,0.56,18.18,222,8.71,19.4
10/13/09,San Diego,1.07,14.29,286,9.71,19.2
10/14/09,San Diego,0.99,12.5,258,7.44,19.4
10/15/09,San Diego,2.03,10.53,269,8.08,19.2
10/16/09,San Diego,1.98,12.5,282,9.33,19.2
10/17/09,San Diego,1.24,15.38,223,7.98,19.5
10/18/09,San Diego,1.12,13.33,220,8.05,19.6
10/19/09,San Diego,1.11,12.5,236,7.92,19.5
10/20/09,San Diego,1.74,18.18,213,6.05,19.4
10/21/09,San Diego,1.43,16.67,223,7.29,19.5
10/22/09,San Diego,1.36,15.38,209,7.72,19.5
10/23/09,San Diego,1.55,15.38,281,9.06,19.8
10/24/09,San Diego,1.36,14.29,274,9.14,19.8
10/25/09,San Diego,0.99,13.33,216,7.85,19.6
10/26/09,San Diego,0.97,12.5,264,7.73,19.3
10/27/09,San Diego,0.79,11.11,268,7.21,19.2
10/28/09,San Diego,3.35,11.76,278,7.27,18.9
10/29/09,San Diego,2.01,11.76,293,5.69,18.3
10/30/09,San Diego,0.89,10.53,292,6.72,18
10/31/09,San Diego,0.73,15.38,206,6.07,18.1
11/1/09,San Diego,0.64,14.29,215,5.88,18.2
11/2/09,San Diego,0.78,20,281,8.53,18
11/3/09,San Diego,0.98,16.67,271,8.67,17.2
11/4/09,San Diego,0.95,14.29,265,7.04,17.3
11/5/09,San Diego,0.74,13.33,274,7.82,17
11/6/09,San Diego,0.81,16.67,227,5.51,16.9
11/7/09,San Diego,1.28,13.33,281,8.29,17.5
11/8/09,San Diego,2.1,18.18,279,9.73,16.9
11/9/09,San Diego,2.32,16.67,289,11.01,16.5
11/10/09,San Diego,1.81,15.38,282,9.65,17.4
11/11/09,San Diego,1.37,14.29,283,8.94,18
11/12/09,San Diego,0.95,11.76,281,7.8,18.2
11/13/09,San Diego,1.38,11.76,279,6.85,18.1
11/14/09,San Diego,2.05,9.09,283,6.84,18
11/15/09,San Diego,1.26,7.14,282,6.5,17.9
11/16/09,San Diego,0.89,11.11,282,7.25,17.9
11/17/09,San Diego,0.74,9.88,272,6.58,17.8
11/18/09,San Diego,0.84,14.29,255,7.4,17.9
11/19/09,San Diego,1.95,10.53,274,8.65,17.8
11/20/09,San Diego,1.31,14.29,282,8.76,17.8
11/21/09,San Diego,1.18,14.29,247,8.99,17.7
11/22/09,San Diego,1.7,11.76,283,8.93,17.6
11/23/09,San Diego,1.67,11.76,282,8.5,17.6
11/24/09,San Diego,1.35,11.76,285,8.45,17.6
11/25/09,San Diego,1.13,16.67,274,9.7,17.6
11/26/09,San Diego,0.92,14.29,268,9.39,17.6
11/27/09,San Diego,1.73,16.67,276,13.85,17.4
11/28/09,San Diego,3.06,9.09,281,7.46,17.4
11/29/09,San Diego,2.64,14.29,275,9.15,16.3
11/30/09,San Diego,1.72,12.5,275,8.07,16.7
12/1/09,San Diego,1.16,14.29,260,7.46,17.1
12/2/09,San Diego,1.05,14.29,276,6.96,17.1
12/3/09,San Diego,0.86,15.38,254,7.76,17
12/4/09,San Diego,0.94,13.33,267,6.84,16.6
12/5/09,San Diego,1.13,16.67,281,8.02,16.6
12/6/09,San Diego,1.09,20,206,6.57,16.6
12/7/09,San Diego,1.15,18.18,209,7.41,16.5
12/8/09,San Diego,4.05,9.09,258,7.34,16
12/9/09,San Diego,2.12,20,275,9.87,15.8
12/10/09,San Diego,1.74,18.18,275,11.89,15.6
12/11/09,San Diego,1.74,15.38,275,13.46,15.4
12/12/09,San Diego,1.48,14.29,281,8.4,16
12/13/09,San Diego,1.69,12.5,269,5.56,16
12/14/09,San Diego,1.9,11.76,276,7.73,15.8
12/15/09,San Diego,1.4,11.11,276,7.35,15.8
12/16/09,San Diego,1.1,10.53,261,6.03,15.8
12/17/09,San Diego,1.01,9.88,279,6.64,15.6
12/18/09,San Diego,1.97,13.33,274,11.06,16
12/19/09,San Diego,1.35,10.53,283,8.22,16
12/20/09,San Diego,1.32,12.5,278,8.75,15.8
12/21/09,San Diego,0.99,10.53,268,9.26,15.9
12/22/09,San Diego,1.57,12.5,274,9.32,15.6
12/23/09,San Diego,4.36,9.88,286,8.21,15.4
12/24/09,San Diego,1.26,9.88,279,6.81,15.7
12/25/09,San Diego,0.95,16.67,276,8.36,14.9
12/26/09,San Diego,1.05,15.38,272,9.02,15
12/27/09,San Diego,1.19,15.38,271,12.59,15.6
12/28/09,San Diego,1.96,16.67,264,11.66,15.4
12/29/09,San Diego,1.76,15.38,264,11.84,15.6
12/30/09,San Diego,1.49,13.33,274,9.28,15.2
12/31/09,San Diego,1.43,15.38,272,6.04,15.3
1/1/10,San Diego,1.13,13.33,268,8.64,15.8
1/2/10,San Diego,1.13,12.5,265,7.48,15.8
1/3/10,San Diego,2.03,14.29,268,10.62,15.8
1/4/10,San Diego,1.37,11.76,282,9.51,15.6
1/5/10,San Diego,0.9,12.5,233,8.81,15.5
1/6/10,San Diego,0.83,14.29,278,7.8,15.4
1/7/10,San Diego,0.93,15.38,258,8.71,15.5
1/8/10,San Diego,1.09,11.76,276,9.09,15.2
1/9/10,San Diego,1.88,15.38,267,11.86,15.4
1/10/10,San Diego,1.84,14.29,272,12.5,15.6
1/11/10,San Diego,2.55,15.38,276,12.58,16
1/12/10,San Diego,1.65,13.33,269,10.92,16
1/13/10,San Diego,2.16,12.5,282,11.31,16
1/14/10,San Diego,2.61,16.67,272,10.01,15.8
1/15/10,San Diego,2.54,14.29,271,10.7,15.8
1/16/10,San Diego,1.5,14.29,261,10.15,15.5
1/17/10,San Diego,1.5,12.5,275,10.75,15.5
1/18/10,San Diego,1.56,12.5,261,8.7,15.7
1/19/10,San Diego,2.64,13.33,269,8.22,15.5
1/20/10,San Diego,3.59,16.67,275,10.33,15.3
1/21/10,San Diego,3.64,16.67,282,10.36,15.2
1/22/10,San Diego,4.66,10.53,200,8.19,15
1/23/10,San Diego,3.27,13.33,269,8.51,15
1/24/10,San Diego,2.86,12.5,272,10.26,15.1
1/25/10,San Diego,1.78,13.33,272,8.4,15.1
1/26/10,San Diego,1.86,13.33,288,9.43,15.1
1/27/10,San Diego,1.43,13.33,292,8.99,15.2
1/28/10,San Diego,1.27,11.11,265,8.04,15.5
1/29/10,San Diego,1.26,11.76,269,8.91,15.4
1/30/10,San Diego,1.48,18.18,275,11.46,15.3
1/31/10,San Diego,2.32,15.38,271,11.76,15.1
2/1/10,San Diego,2,13.33,278,10.19,15.3
2/2/10,San Diego,1.2,12.5,251,9.05,15.2
2/3/10,San Diego,1.16,12.5,264,8.49,15.1
2/4/10,San Diego,1.47,13.33,267,8.62,15.2
2/5/10,San Diego,1.21,11.76,271,9.05,15.3
2/6/10,San Diego,2.03,9.88,260,6.66,15.5
2/7/10,San Diego,2.2,13.33,265,6.86,15.4
2/8/10,San Diego,2.48,12.5,268,8.26,15.4
2/9/10,San Diego,1.82,12.5,276,9.09,15.3
2/10/10,San Diego,1.5,13.33,271,6.14,15.1
2/11/10,San Diego,1.36,10.53,278,7.51,15.2
2/12/10,San Diego,1.08,11.11,274,6.95,15.2
2/13/10,San Diego,1.14,18.18,264,8.17,15.3
2/14/10,San Diego,2.6,16.67,272,12.24,15.5
2/15/10,San Diego,2.31,16.67,275,11.81,15.5
2/16/10,San Diego,2.29,14.29,271,11.24,15.8
2/17/10,San Diego,1.78,13.33,258,9.81,16.4
2/18/10,San Diego,1.29,13.33,265,9.08,16
2/19/10,San Diego,1.15,13.33,255,9.39,16.1
2/20/10,San Diego,1.37,13.33,260,7.78,15.7
2/21/10,San Diego,2.31,13.33,255,9.67,15.4
2/22/10,San Diego,1.94,11.76,279,6.51,15.8
2/23/10,San Diego,1.84,11.76,283,8.48,15.6
2/24/10,San Diego,1.21,13.33,265,8.27,15.7
2/25/10,San Diego,1.35,18.18,282,8.97,15.9
2/26/10,San Diego,1.67,14.29,276,8.57,15.8
2/27/10,San Diego,1.17,11.76,261,7.6,15.8
2/28/10,San Diego,3.77,15.38,274,8.65,15.5
3/1/10,San Diego,2.8,15.38,288,9.89,15.6
3/2/10,San Diego,1.87,14.29,274,8.99,15.5
3/3/10,San Diego,1.55,15.38,283,11.68,15.6
3/4/10,San Diego,2.04,14.29,278,9.21,15.7
3/5/10,San Diego,1.98,14.29,274,8.21,15.6
3/6/10,San Diego,1.36,12.5,261,7.84,15.8
3/7/10,San Diego,1.62,15.38,283,7.08,15.7
3/8/10,San Diego,2.6,7.69,286,7.06,15.6
3/9/10,San Diego,2.11,7.14,282,5.86,15.5
3/10/10,San Diego,2.82,9.09,288,7.1,15.1
3/11/10,San Diego,2.5,9.09,281,7.24,14.9
3/12/10,San Diego,1.31,15.38,281,8.94,15.2
3/13/10,San Diego,1.29,15.38,275,8.5,15.2
3/14/10,San Diego,2.34,9.09,279,7.81,14.8
3/15/10,San Diego,1.54,13.33,279,8.35,14.5
3/16/10,San Diego,1.34,11.76,289,9.49,15
3/17/10,San Diego,1.47,16.67,282,12.55,15.8
3/18/10,San Diego,1.88,15.38,278,11.77,16.1
3/19/10,San Diego,2.04,14.29,274,9.31,16
3/20/10,San Diego,1.3,14.29,196,8.4,15.9
3/21/10,San Diego,0.95,14.29,202,8.99,16.3
3/22/10,San Diego,1.04,14.29,272,8.81,15.8
3/23/10,San Diego,1.7,18.18,209,8.75,15.4
3/24/10,San Diego,1.37,18.18,198,8.99,15.5
3/25/10,San Diego,1.42,16.67,207,9.4,16
3/26/10,San Diego,1.44,15.38,257,6.69,15.8
3/27/10,San Diego,1.52,13.33,275,7.29,16.3
3/28/10,San Diego,1.28,12.5,271,7.83,16.1
3/29/10,San Diego,1.15,18.18,283,8.4,16
3/30/10,San Diego,1.94,12.5,281,7.39,16.1
3/31/10,San Diego,1.88,13.33,281,8.49,16
4/1/10,San Diego,3.07,15.38,285,10.62,15.6
4/2/10,San Diego,2.42,15.38,286,9.22,15.6
4/3/10,San Diego,1.86,14.29,268,7.64,16.1
4/4/10,San Diego,1.8,6.67,286,7.05,16
4/5/10,San Diego,1.51,13.33,271,8.75,15.9
4/6/10,San Diego,2.15,14.29,254,7.43,15.2
4/7/10,San Diego,1.63,12.5,260,7.39,15.3
4/8/10,San Diego,1.27,12.5,262,8.49,15.9
4/9/10,San Diego,1.3,20,195,8.09,16.5
4/10/10,San Diego,1.72,16.67,177,8.89,16.4
4/11/10,San Diego,1.5,16.67,188,10.46,16.5
4/12/10,San Diego,1.61,14.29,195,5.97,16.3
4/13/10,San Diego,2.38,10.53,275,7.94,16
4/14/10,San Diego,1.61,16.67,179,7.97,15.7
4/15/10,San Diego,1.52,16.67,192,8,15.9
4/16/10,San Diego,1.21,14.29,188,9.11,16.1
4/17/10,San Diego,1.3,12.5,220,6.83,16.2
4/18/10,San Diego,1.26,15.38,202,8.18,16.4
4/19/10,San Diego,1.22,18.18,203,9.17,16.1
4/20/10,San Diego,1.19,13.33,222,9.15,16.4
4/21/10,San Diego,2.11,6.25,288,6.19,16
4/22/10,San Diego,3.18,9.09,285,7.36,15.1
4/23/10,San Diego,2.09,13.33,276,8.7,15
4/24/10,San Diego,1.49,18.18,276,7.84,14.8
4/25/10,San Diego,1.13,15.38,285,8.78,15.3
4/26/10,San Diego,1.51,14.29,278,10.46,14.8
4/27/10,San Diego,1.15,12.5,264,9.06,15
4/28/10,San Diego,1.15,15.38,205,6.99,14.8
4/29/10,San Diego,2.32,7.69,293,6.5,14.5
4/30/10,San Diego,3.69,9.88,281,7.7,13.2
5/1/10,San Diego,1.95,11.76,268,7.12,14.2
5/2/10,San Diego,1.52,9.88,274,6.82,15.7
5/3/10,San Diego,1.33,11.11,283,7.71,15.4
5/4/10,San Diego,0.99,9.09,278,6.75,15.9
5/5/10,San Diego,1.35,15.38,199,6.59,16.5
5/6/10,San Diego,1.95,15.38,195,7.81,17
5/7/10,San Diego,1.67,15.38,189,7.98,17.2
5/8/10,San Diego,1.19,14.29,191,7.65,17.5
5/9/10,San Diego,1.59,13.33,193,6.57,17.4
5/10/10,San Diego,2.09,7.69,288,6.27,16.5
5/11/10,San Diego,1.87,7.14,288,5.64,15.6
5/12/10,San Diego,2.05,8.33,282,7.14,16.4
5/13/10,San Diego,1.44,9.88,272,6.49,17.4
5/14/10,San Diego,1.21,9.88,293,6.71,17
5/15/10,San Diego,1.21,16.67,198,9.01,17.2
5/16/10,San Diego,1.2,15.38,188,8.36,17.1
5/17/10,San Diego,1.02,14.29,181,7.71,17
5/18/10,San Diego,0.88,13.33,189,9.08,16.8
5/19/10,San Diego,0.82,14.29,185,5.87,16.1
5/20/10,San Diego,1.3,7.69,257,6.38,16.1
5/21/10,San Diego,1.84,8.33,278,7.11,16.5
5/22/10,San Diego,2.54,9.88,276,7.52,16.7
5/23/10,San Diego,2.83,18.18,189,8.37,16.1
5/24/10,San Diego,2.39,16.67,189,8,15.4
5/25/10,San Diego,1.58,15.38,199,6.46,15.6
5/26/10,San Diego,0.93,14.29,193,6.35,16
5/27/10,San Diego,0.95,15.38,193,8.8,16.2
5/28/10,San Diego,1.12,16.67,196,5.72,16.4
5/29/10,San Diego,1.4,6.67,276,6.49,16.9
5/30/10,San Diego,1.06,14.29,192,7.14,17.5
5/31/10,San Diego,1.03,7.14,278,6.58,17.1
6/1/10,San Diego,0.99,16.67,210,8.29,17.2
6/2/10,San Diego,0.94,15.38,195,8.34,17.5
6/3/10,San Diego,1.04,14.29,186,9.25,17.8
6/4/10,San Diego,1.04,14.29,191,9.09,18.1
6/5/10,San Diego,1.2,14.29,191,8.82,18.3
6/6/10,San Diego,1.23,12.5,199,8.32,17.3
6/7/10,San Diego,1.18,11.11,213,8.79,17.2
6/8/10,San Diego,1.39,15.38,178,8.69,17.8
6/9/10,San Diego,1.29,14.29,185,7.5,18.1
6/10/10,San Diego,1.23,13.33,185,6.66,18
